,titulo,preco,quartos,area
739,SALA COMERCIAL COM UMA VAGA DE GARAGEM- CENTRO DE TOLEDO,2990.0,0.0,83.22
740,Apartamento - Padrão,1800.0,0.0,64.98
741,Casa - Condomínio,1300.0,0.0,623.0
742,Comercial - Barracão,0.0,0.0,589.24
743,SALA COMERCIAL NO CENTRO DE TOLEDO- GALERIA MAURÍCIO,800.0,0.0,56.0
744,Sala Comercial segundo piso em otima localização. no centro de Toledo,2200.0,0.0,78.0
745,Comercial - Sala Comercial,8800.0,0.0,124.0
746,Barracão Novo para locação em Bom Principio ampla sobra de terreno.,5800.0,0.0,480.0
747,Sala Comercial em otima localização no Jardim Gisela,1700.0,0.0,60.0
748,Apartamento - Padrão,1850.0,0.0,72.92
749,Ampla Sala Comercial no Centro com 992mt²,28000.0,0.0,992.0
750,Comercial - Sala Comercial,12800.0,0.0,1791.0
751,Sala Comercial próximo ao Lago municipal com estrutura completa para diversos segmentos.,27000.0,0.0,700.0
752,Comercial - Sala Comercial,1000.0,0.0,30.0
753,Comercial - Sala Comercial,5700.0,0.0,240.0
754,Sala Comercial com otima localização no jardim Coopagro,2050.0,0.0,95.0
755,Casa com dois dormitorios. na Avenida Senador Atilio Fontana-Jardim Panorama,1350.0,0.0,64.0
756,Comercial - Sala Comercial,2800.0,0.0,1791.0
757,Comercial - Sala Comercial,5000.0,0.0,31.0
758,Apartamento - Padrão,1300.0,0.0,60.0
759,Comercial - Box,1950.0,0.0,60.0
760,Apartamento - Padrão,3450.0,0.0,141.86
761,Oportunidade!,5800.0,0.0,400.0
762,Comercial - Sala Comercial em Condomínio,9800.0,0.0,267.54
763,Barracão com amplo espaço. localizado na Avenida São João,10800.0,0.0,480.0
764,Comercial - Sala Comercial em Condomínio,9900.0,0.0,223.5
765,Comercial - Sala Comercial em Condomínio,2800.0,0.0,90.51
766,Comercial - Imóvel Comercial,5750.0,0.0,320.0
767,Sala Comercial - Piratini,10500.0,0.0,200.0
768,Sala Comercial em otima localização. no Jardim Tocantins,1100.0,0.0,21.97
769,Comercial - Sala Comercial,4500.0,0.0,1320.0
770,Sala Comercial com Excelente Localização- localizada na Avenida Ministro Cirnei Lima 1773,3500.0,0.0,110.0
771,Comercial - Sala Comercial,5950.0,0.0,1791.0
772,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,17800.0,0.0,356.19
773,Comercial - Sala Comercial,5000.0,0.0,200.0
774,Comercial - Sala Comercial,2200.0,0.0,51.8
775,Terreno - Lote Urbano,16000.0,0.0,16056.8
776,Sala Comercial com 3 pavimentos em área nobre,30000.0,0.0,842.64
777,Comercial - Sala Comercial,2550.0,0.0,1791.0
778,Comercial - Sala Comercial,1900.0,0.0,80.0
779,Comercial - Sala Comercial,21100.0,0.0,1791.0
780,Comercial - Sala Comercial em Condomínio,8500.0,0.0,191.85
781,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,21432.0,0.0,428.64
782,Comercial - Sala Comercial em Condomínio,1500.0,0.0,128.95
783,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADAS na Av. Min. Cirne Lima. próximo ao SAMU. 23 vagas de estacionamento exclusivas para clientes. Alto fluxo de veículos e pedestres,83920.0,0.0,1658.22
784,Comercial/Sala Comercial - Comercial - No bairro Centro,12000.0,0.0,1530.0
785,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,18650.0,0.0,372.94
786,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
787,Ponto Comercial com excelente localização na Avenida Maripá,2640.0,0.0,28.0
788,Apartamento com 1 suite e mais 1 dormitório. com moveis planejados em todos os ambientes,2500.0,0.0,68.11
789,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,9000.0,0.0,220.0
790,Sala comercial para alugar no jardim são francisco,1600.0,0.0,263.0
791,Apartamento - Padrão,3500.0,0.0,130.0
792,Comercial - Sala Comercial em Condomínio,2600.0,0.0,63.52
793,Comercial - Sala Comercial em Condomínio,2300.0,0.0,75.02
794,Sala Comercial Nova com excelente localização na Vila Pioneira,4500.0,0.0,220.0
795,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
796,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
797,Comercial - Sala Comercial,18000.0,0.0,700.0
798,Terreno - Lote Urbano,7500.0,0.0,5352.26
799,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
800,Terreno - Lote Urbano,7500.0,0.0,5352.26
801,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
802,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
803,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
804,Terreno - Lote Urbano,850.0,0.0,516.74
805,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
806,Área para locação com localização privilegiada,5000.0,0.0,3334.65
807,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
808,Apartamento - Padrão,2300.0,0.0,69.65
809,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
810,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
811,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
812,Comercial - Sala Comercial,5000.0,0.0,200.0
813,Terreno - Lote Urbano,7500.0,0.0,5352.26
814,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
815,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
816,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
817,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
818,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
820,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
821,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
822,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
823,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
824,Comercial - Sala Comercial,18000.0,0.0,700.0
825,Terreno - Lote Urbano,7500.0,0.0,5352.26
826,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
827,Terreno - Lote Urbano,7500.0,0.0,5352.26
828,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
829,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
830,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
831,Terreno - Lote Urbano,850.0,0.0,516.74
832,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
833,Área para locação com localização privilegiada,5000.0,0.0,3334.65
834,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
835,Apartamento - Padrão,2300.0,0.0,69.65
836,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
837,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
838,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
839,Comercial - Sala Comercial,5000.0,0.0,200.0
840,Terreno - Lote Urbano,7500.0,0.0,5352.26
841,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
842,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
843,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
844,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
845,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
847,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
848,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
849,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
850,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
851,Comercial - Sala Comercial,18000.0,0.0,700.0
852,Terreno - Lote Urbano,7500.0,0.0,5352.26
853,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
854,Terreno - Lote Urbano,7500.0,0.0,5352.26
855,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
856,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
857,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
858,Terreno - Lote Urbano,850.0,0.0,516.74
859,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
860,Área para locação com localização privilegiada,5000.0,0.0,3334.65
861,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
862,Apartamento - Padrão,2300.0,0.0,69.65
863,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
864,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
865,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
866,Comercial - Sala Comercial,5000.0,0.0,200.0
867,Terreno - Lote Urbano,7500.0,0.0,5352.26
868,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
869,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
870,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
871,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
872,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
874,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
875,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
876,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
877,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
878,Comercial - Sala Comercial,18000.0,0.0,700.0
879,Terreno - Lote Urbano,7500.0,0.0,5352.26
880,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
881,Terreno - Lote Urbano,7500.0,0.0,5352.26
882,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
883,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
884,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
885,Terreno - Lote Urbano,850.0,0.0,516.74
886,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
887,Área para locação com localização privilegiada,5000.0,0.0,3334.65
888,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
889,Apartamento - Padrão,2300.0,0.0,69.65
890,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
891,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
892,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
893,Comercial - Sala Comercial,5000.0,0.0,200.0
894,Terreno - Lote Urbano,7500.0,0.0,5352.26
895,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
896,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
897,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
898,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
899,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
901,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
902,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
903,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
904,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
905,Comercial - Sala Comercial,18000.0,0.0,700.0
906,Terreno - Lote Urbano,7500.0,0.0,5352.26
907,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
908,Terreno - Lote Urbano,7500.0,0.0,5352.26
909,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
910,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
911,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
912,Terreno - Lote Urbano,850.0,0.0,516.74
913,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
914,Área para locação com localização privilegiada,5000.0,0.0,3334.65
915,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
916,Apartamento - Padrão,2300.0,0.0,69.65
917,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
918,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
919,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
920,Comercial - Sala Comercial,5000.0,0.0,200.0
921,Terreno - Lote Urbano,7500.0,0.0,5352.26
922,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
923,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
924,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
925,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
926,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
928,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
929,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
930,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
931,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
932,Comercial - Sala Comercial,18000.0,0.0,700.0
933,Terreno - Lote Urbano,7500.0,0.0,5352.26
934,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
935,Terreno - Lote Urbano,7500.0,0.0,5352.26
936,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
937,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
938,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
939,Terreno - Lote Urbano,850.0,0.0,516.74
940,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
941,Área para locação com localização privilegiada,5000.0,0.0,3334.65
942,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
943,Apartamento - Padrão,2300.0,0.0,69.65
944,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
945,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
946,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
947,Comercial - Sala Comercial,5000.0,0.0,200.0
948,Terreno - Lote Urbano,7500.0,0.0,5352.26
949,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
950,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
951,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
952,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
953,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
955,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
956,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
957,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
958,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
959,Comercial - Sala Comercial,18000.0,0.0,700.0
960,Terreno - Lote Urbano,7500.0,0.0,5352.26
961,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
962,Terreno - Lote Urbano,7500.0,0.0,5352.26
963,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
964,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
965,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
966,Terreno - Lote Urbano,850.0,0.0,516.74
967,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
968,Área para locação com localização privilegiada,5000.0,0.0,3334.65
969,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
970,Apartamento - Padrão,2300.0,0.0,69.65
971,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
972,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
973,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
974,Comercial - Sala Comercial,5000.0,0.0,200.0
975,Terreno - Lote Urbano,7500.0,0.0,5352.26
976,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
977,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
978,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
979,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
980,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
982,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
983,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
984,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
985,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
986,Comercial - Sala Comercial,18000.0,0.0,700.0
987,Terreno - Lote Urbano,7500.0,0.0,5352.26
988,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
989,Terreno - Lote Urbano,7500.0,0.0,5352.26
990,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
991,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
992,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
993,Terreno - Lote Urbano,850.0,0.0,516.74
994,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
995,Área para locação com localização privilegiada,5000.0,0.0,3334.65
996,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
997,Apartamento - Padrão,2300.0,0.0,69.65
998,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
999,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
1000,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
1001,Comercial - Sala Comercial,5000.0,0.0,200.0
1002,Terreno - Lote Urbano,7500.0,0.0,5352.26
1003,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
1004,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
1005,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
1006,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
1007,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
1009,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
1010,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
1011,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
1012,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
1013,Comercial - Sala Comercial,18000.0,0.0,700.0
1014,Terreno - Lote Urbano,7500.0,0.0,5352.26
1015,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
1016,Terreno - Lote Urbano,7500.0,0.0,5352.26
1017,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
1018,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
1019,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
1020,Terreno - Lote Urbano,850.0,0.0,516.74
1021,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
1022,Área para locação com localização privilegiada,5000.0,0.0,3334.65
1023,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
1024,Apartamento - Padrão,2300.0,0.0,69.65
1025,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
1026,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
1027,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
1028,Comercial - Sala Comercial,5000.0,0.0,200.0
1029,Terreno - Lote Urbano,7500.0,0.0,5352.26
1030,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
1031,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
1032,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
1033,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
1034,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
1036,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
1037,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
1038,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
1039,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
1040,Comercial - Sala Comercial,18000.0,0.0,700.0
1041,Terreno - Lote Urbano,7500.0,0.0,5352.26
1042,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
1043,Terreno - Lote Urbano,7500.0,0.0,5352.26
1044,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
1045,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
1046,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
1047,Terreno - Lote Urbano,850.0,0.0,516.74
1048,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
1049,Área para locação com localização privilegiada,5000.0,0.0,3334.65
1050,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
1051,Apartamento - Padrão,2300.0,0.0,69.65
1052,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
1053,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
1054,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
1055,Comercial - Sala Comercial,5000.0,0.0,200.0
1056,Terreno - Lote Urbano,7500.0,0.0,5352.26
1057,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
1058,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
1059,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
1060,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
1061,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
1063,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
1064,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
1065,Casa - Centro,1700.0,0.0,102.25
1066,Apartamento - Padrão,1250.0,0.0,72.9
1067,Casa - Padrão,1200.0,0.0,72.5
1068,Casa Padrão com otima localização Jardim Pancera,2300.0,0.0,250.0
1069,Casa Nova com otimo espaço. Jardim São Francisco,1600.0,0.0,154.6
1070,Casa - Padrão,1450.0,0.0,170.84
1071,Apartamento - Padrão,1100.0,0.0,47.02
1073,Apartamento - Padrão,1400.0,0.0,55.9
1074,Casa - Padrão,2200.0,0.0,125.0
1075,Apartamento - Padrão,1890.0,0.0,92.3
1076,Apartamento Padrão localizado no Bairro São Francisco,1200.0,0.0,52.84
1077,Casa com 1 suite. 1 Quarto e 1 Espaço Integrada aos fundos- Ideal para Profissionais Autônomos,2380.0,0.0,250.0
1078,CASA ALTO PADRAO NO JARDIM LA SALLE,7500.0,0.0,600.0
1079,Apartamento - Padrão,2450.0,0.0,81.8
1080,Apartamento padrão Localizado no BIOPARK,1350.0,0.0,52.25
1081,Apartamento - Padrão,1450.0,0.0,60.0
1082,Apartamento - Padrão,1250.0,0.0,50.0
1083,Aluguel no Jardim La Salle - Casa com Piscina e 4 Quartos!,13500.0,0.0,800.0
1084,Apartamento padrão com suíte localizado no Centro. próximo a supermercado,1800.0,0.0,67.0
1085,Apartamento - Padrão,1600.0,0.0,75.98
1086,Apartamento - Padrão,1500.0,0.0,61.67
1087,Casa - Padrão,1980.0,0.0,192.5
1088,Apartamento - Padrão,2350.0,0.0,72.04
1089,Casa - Sobrado,3300.0,0.0,175.0
1090,Apartamento - Padrão,1800.0,0.0,71.12
1091,Sobrado Amplo com duas Piscinas - Jardim Porto Alegre,10000.0,0.0,560.0
1092,Sobrado com excelente localização proximo ao centro,3300.0,0.0,143.42
1093,Apartamento Semi mobiliado. amplo. com sacada e churrasqueira - no jardim Gisele,2200.0,0.0,75.0
1094,Apartamento para locação - Localizado no Jardim Santa Maria,2650.0,0.0,73.18
1095,Casa - Condomínio,1100.0,0.0,146.3
1096,Casa - Padrão,1400.0,0.0,125.0
