,titulo,preco,quartos,area
350,"Apartamento para Locação, VILA INDUSTRIAL, TOLEDO - PR ",3800.0,2.0,132.6
351,"Casa para locação, JARDIM LA SALLE, TOLEDO - PR ",5000.0,2.0,600.0
352,"Apartamento para locação, JARDIM PORTO ALEGRE, TOLEDO - PR ",2500.0,2.0,103.0
353,"Sobrado para locação, JARDIM GISELA, TOLEDO - PR ",9000.0,3.0,980.0
354,"Apartamento para locação, JARDIM GISELA, TOLEDO - PR ",2800.0,1.0,90.0
355,"Sala Comercial para locação, VILA INDUSTRIAL, TOLEDO - PR ",7000.0,0.0,248.32
356,"Casa para locação, JARDIM CONCÓRDIA, TOLEDO - PR ",3250.0,2.0,218.52
357,"Casa para locação, JARDIM CONCÓRDIA, TOLEDO - PR ",3250.0,2.0,218.52
358,"Casa para Locação, JARDIM GISELA, TOLEDO - PR ",4000.0,2.0,200.48
359,"Sobrado para locação, JARDIM GISELA, TOLEDO - PR ",3400.0,0.0,113.7
360,"Apartamento para locação, TOCANTINS, TOLEDO - PR ",2500.0,1.0,70.0
361,"Apartamento para locação, TOCANTINS, TOLEDO - PR ",2500.0,1.0,70.0
362,"Sala Comercial para locação, JARDIM GISELA, TOLEDO - PR ",2000.0,0.0,90.0
363,"Casa para Locação, JARDIM LA SALLE, TOLEDO - PR ",4800.0,1.0,500.0
364,"Casa para locação, VILA PIONEIRO, TOLEDO - PR ",1800.0,3.0,333.69
365,"Barracão para venda, BR 163, TOLEDO - PR ",20000.0,0.0,11092.0
366,"Casa para locação, VILA PIONEIRO, TOLEDO - PR ",1600.0,3.0,298.0
367,SALA COMERCIAL NO JARDIM TOCANTINS ,1200.0,0.0,51.9
368,"Apartamento para Locação, VILA INDUSTRIAL, TOLEDO - PR ",2200.0,1.0,65.0
369,"Casa para locação, Vila Industrial, TOLEDO - PR ",12500.0,1.0,5409.25
370,"Barracão para Transportadora, Fábricas, Indústrias, Depósitos, em TOLEDO - PR ",22497.0,0.0,1200.0
371,"Sobrado para Locação, JARDIM CONCÓRDIA, TOLEDO - PR ",5600.0,0.0,180.0
372,"Apartamento para locação, CENTRO, TOLEDO - PR ",4500.0,0.0,175.0
373,"Apartamento para locação, CENTRO, TOLEDO - PR ",2500.0,2.0,140.0
374,"Apartamento para locação,309.09 m , VILA INDUSTRIAL, TOLEDO - PR ",5900.0,0.0,170.54
375,"Apartamento para locação,309.09 m , VILA INDUSTRIAL, TOLEDO - PR ",5900.0,0.0,170.54
376,"Sala Comercial para locação, CENTRO, TOLEDO - PR ",4900.0,0.0,160.0
377,Barracão de esquina no Jardim Coopagro em Toledo  PR ,3250.0,0.0,273.0
378,"Apartamento, CENTRO, TOLEDO - PR ",1200.0,1.0,38.04
379,"Sala Comercial para locação, CENTRO, TOLEDO - PR ",1700.0,0.0,536.5
380,"Apartamento, JARDIM CONCÓRDIA, TOLEDO - PR ",2000.0,2.0,102.46
381,"Apartamento para locação, JARDIM PANCERA, TOLEDO - PR ",2200.0,1.0,115.0
382,"Apartamento para locação, EDIFICIO SARTURI CENTRO, TOLEDO - PR ",2350.0,2.0,69.0
383,"Sala Comercial para locação, CENTRO, TOLEDO - PR ",10000.0,1.0,560.0
384,"Casa para locação, VILA PIONEIRO, TOLEDO - PR ",1600.0,2.0,72.43
385,"Apartamento para locação, JARDIM GISELA, TOLEDO - PR ",2000.0,2.0,70.0
386,"Casa para locação, CENTRO, TOLEDO - PR ",3900.0,2.0,150.0
387,"Casa para locação, JARDIM CONCÓRDIA, TOLEDO - PR ",3000.0,2.0,0.01
388,"Apartamento para locação, JARDIM LA SALLE, TOLEDO - PR ",1300.0,2.0,66.0
389,"Apartamento para locação, VILA INDUSTRIAL, TOLEDO - PR ",1500.0,2.0,70.47
390,"Apartamento para locação, JARDIM CONCÓRDIA, TOLEDO - PR ",1300.0,2.0,74.29
391,"Apartamento para locação, CENTRO, TOLEDO - PR ",4000.0,2.0,200.0
392,"Sobrado em chácara para locação, Jardim Coopagro, TOLEDO - PR ",5900.0,2.0,3000.0
393,"Barracão para locação, VILA BECKER, TOLEDO - PR ",13000.0,0.0,550.2
394,TERRENO BAIRRO CENTRO ,2700000.0,0.0,900.0
395,KITNET DISPONÍVEL PARA LOCAÇÃO NO JD. COOPAGRO - TOLEDO - PR,900.0,2.0,35.0
397,"Apartamento para locação, Jardim Santa Maria, TOLEDO - PR",1200.0,2.0,65.0
398,"Apartamento para locação, Jardim Santa Maria, TOLEDO - PR",1300.0,2.0,55.0
399,"Apartamento com 2 dormitórios para locação, Jardim La Salle, TOLEDO - PR",1550.0,2.0,73.16
401,"CASA  03 QUARTO PARA LOCAÇÃO, EXCELENTE VILA BECKER - TOLEDO PR",1600.0,3.0,600.0
402,SOBRADO COM 01 SUÍTE E 01 QUARTO PARA LOCAÇÃO NO CENTRO DE TOLEDO PR,1600.0,1.0,62.0
403,"CASA NOVA COM 03 QUARTOS PARA LOCAÇÃO, JD. SÃO FRANCISCO - TOLEDO PR",1650.0,3.0,125.0
406,"Apartamento com 2 dormitórios para locação, Vila Industrial, TOLEDO - PR",1750.0,0.0,80.0
407,"CASA NOVA COM 01 SUÍTE E 01 QUARTO PARA LOCAÇÃO, JD. COOPAGRO - TOLEDO PR",1900.0,1.0,125.0
408,"Casa para locação, Jardim Pancera, TOLEDO - PR",2000.0,3.0,105.0
411,CASA COM 01 SUÍTE E 02 QUARTOS PARA LOCAÇÃO NO CENTRO DE TOLEDO PR,2250.0,2.0,237.59
413,"APARTAMENTO SEMI MOBILIADO PARA LOCAÇÃO, CENTRO - TOLEDO PR",2500.0,1.0,118.0
414,"SALA COMERCIAL PARA LOCAÇÃO NA AVENIDA MINISTRO CIRNE LIMA, TOLEDO - PR",2500.0,0.0,120.0
415,"Loja para locação, Centro, TOLEDO - PR",2500.0,0.0,28.0
417,"SOBRADO PARA LOCAÇÃO COM 01 SUÍTE E 02 QUARTOS, JD. COOPAGRO - TOLEDO PR",2500.0,2.0,110.0
420,"SOBRADO COM 02 QUARTOS DISPONÍVEL PARA LOCAÇÃO, JD. PARIZZOTTO - TOLEDO PR",3000.0,2.0,70.0
423,"CASA COM 01 SUÍTE E 02 QUARTOS PARA LOCAÇÃO, VILA INDUSTRIAL - TOLEDO PR",3100.0,2.0,195.0
424,"APARTAMENTO COM 03 SUÍTES PARA LOCAÇÃO, CENTRO DE TOLEDO PR",3400.0,0.0,195.0
425,"Barracão para locação, Centro, TOLEDO - PR",3500.0,0.0,240.0
426,"SOBRADO COM 03 SUÍTES PARA LOCAÇÃO NO JARDIM GISELA, TOLEDO PR",3600.0,0.0,138.0
428,"Apartamento com 3 dormitórios para locação, Jardim La Salle, TOLEDO - PR",3800.0,2.0,120.0
431,"APARTAMENTO COM 01 SUÍTE E 02 QUARTOS PARA LOCAÇÃO, CENTRO - TOLEDO PR",4300.0,2.0,164.0
432,"SOBRADO COM PISCINA PARA LOCAÇÃO, JD. CONCÓRDIA - TOLEDO PR",5600.0,0.0,175.0
433,SOBRADO EM CHÁCARA  DISPONIVEL PARA LOCAÇÃO NO JARDIM COOPAGRO - TOLEDO - PR,5900.0,0.0,3000.0
434,"Casa com 3 dormitórios para locação, Jardim Pancera, TOLEDO - PR",6250.0,2.0,514.85
436,Baracão para Locação com excelente localização no Bairro Tocantins,9000.0,0.0,500.0
437,"Sobrado com 7 dormitórios para locação, Centro, TOLEDO - PR",11000.0,0.0,490.0
438,SALA COMERCIAL COM 560 MT  DISPONÍVEL PARA LOCAÇÃO NO CENTRO - TOLEDO PR,12000.0,0.0,560.0
439,"SALA COMERCIAL COM 992M  DISPONÍVEL PARA LOCAÇÃO NO CENTRO, TOLEDO PR",23000.0,0.0,992.0
440,Casa 2 Quartos Sao Francisco 56m²,14000.0,2.0,56.0
441,Apartamento 3 Quartos Jardim La Salle 80m²,18500.0,3.0,80.0
442,Casa 3 Quartos Jardim Panorama 75m²,14500.0,3.0,75.0
443,Casa 3 Quartos Vila Industrial 80m²,27000.0,0.0,0.0
444,Apartamento 2 Quartos Jardim Coopagro 60m²,12000.0,2.0,60.0
445,Casa 4 Quartos Jardim Pancera 343m²,45000.0,4.0,343.0
446,Casa 2 Quartos Jardim Gisela 70m²,22000.0,2.0,70.0
447,Apartamento 2 Quartos Vila Industrial 70m²,15000.0,2.0,70.0
448,Apartamento 2 Quartos Jardim Coopagro 56m²,12900.0,2.0,56.0
449,Casa 2 Quartos Jardim Coopagro 63m²,20000.0,2.0,63.0
450,Casa 3 Quartos Jardim Panorama 200m²,31000.0,3.0,200.0
451,Sobrado 3 Quartos Jardim Pancera 80m²,18000.0,3.0,80.0
452,Apartamento 2 Quartos Jardim Pancera 65m²,13500.0,2.0,65.0
453,Casa 3 Quartos Jardim Parizzotto 72m²,18000.0,3.0,72.0
454,Casa 2 Quartos Jardim Porto Alegre 50m²,11000.0,2.0,50.0
455,Apartamento 2 Quartos Sao Francisco 55m²,12000.0,2.0,55.0
456,Casa 3 Quartos Jardim Pancera 105m²,23000.0,3.0,105.0
457,Casa 2 Quartos Jardim Coopagro 70m²,19000.0,2.0,70.0
458,Apartamento 3 Quartos Centro 206m²,35000.0,3.0,206.0
459,Casa 3 Quartos Centro 169m²,40000.0,3.0,169.0
460,Casa 4 Quartos Sede Alvorada 150m²,20000.0,4.0,150.0
461,Apartamento 2 Quartos Jardim Coopagro 70m²,12900.0,2.0,70.0
462,Apartamento 2 Quartos Jardim Concordia 53m²,17000.0,2.0,53.0
463,Casa 2 Quartos Sao Francisco 60m²,21000.0,2.0,60.0
464,Casa 3 Quartos Jardim Europa 72m²,14000.0,3.0,72.0
465,Apartamento 2 Quartos Vila Becker 43m²,15000.0,2.0,43.0
466,Casa 1 Quarto Jardim Parizzotto 55m²,18000.0,1.0,55.0
467,Apartamento 2 Quartos Tocantins 70m²,17000.0,2.0,70.0
468,Apartamento 2 Quartos Jardim Pancera 70m²,19000.0,2.0,70.0
469,Casa 2 Quartos Jardim Pancera 55m²,15200.0,2.0,55.0
470,Apartamento 3 Quartos Jardim La Salle 130m²,36000.0,3.0,130.0
471,Casa 3 Quartos Centro 150m²,45000.0,3.0,150.0
472,Apartamento 2 Quartos Jardim Pancera 65m²,22000.0,2.0,65.0
473,Casa 3 Quartos Centro 79m²,26000.0,3.0,79.0
474,Sobrado 2 Quartos Jardim Santa Maria 219m²,44500.0,2.0,219.0
475,Casa 3 Quartos Tocantins 184m²,60000.0,3.0,184.0
477,Sobrado 3 Quartos Jardim Anapolis 138m²,36000.0,3.0,138.0
478,Apartamento 2 Quartos Jardim Concordia 53m²,16000.0,2.0,53.0
479,Apartamento 2 Quartos Centro 55m²,13500.0,2.0,55.0
480,Sobrado 3 Quartos Jardim Concordia 160m²,56000.0,3.0,160.0
481,Apartamento 2 Quartos Jardim Concordia 55m²,13000.0,2.0,55.0
482,Casa Comercial Jardim La Salle 175m²,60000.0,0.0,175.0
483,Sala Comercial Jardim Coopagro 30m²,10000.0,0.0,30.0
484,Apartamento 2 Quartos Jardim Pancera 71m²,18000.0,2.0,71.0
485,Casa 3 Quartos Vila Industrial 95m²,31000.0,3.0,95.0
486,Sobrado 3 Quartos Jardim Concordia 167m²,28000.0,3.0,167.0
487,Apartamento 2 Quartos Vila Industrial 170m²,59000.0,2.0,170.0
488,Apartamento 2 Quartos Jardim Pancera 56m²,18000.0,0.0,0.0
490,Apartamento 3 Quartos Jardim La Salle 90m²,23000.0,3.0,90.0
491,Apartamento 2 Quartos Jardim Santa Maria 85m²,18000.0,2.0,85.0
492,Apartamento 3 Quartos Centro 120m²,30000.0,3.0,120.0
493,Apartamento 3 Quartos Centro 111m²,39500.0,3.0,111.0
494,Apartamento 2 Quartos Jardim Anapolis 52m²,22000.0,2.0,52.0
495,Sobrado 3 Quartos Jardim Concordia 167m²,28000.0,3.0,167.0
496,Apartamento 2 Quartos Vila Industrial 170m²,59000.0,2.0,170.0
497,Apartamento 2 Quartos Jardim Santa Maria 75m²,23500.0,2.0,75.0
498,Apartamento 2 Quartos Vila Industrial 55m²,18000.0,2.0,55.0
499,Apartamento 2 Quartos Vila Becker 55m²,20000.0,2.0,55.0
501,Apartamento 2 Quartos Jardim La Salle 100m²,33000.0,2.0,100.0
502,Sala Comercial Centro 38m²,11500.0,0.0,38.0
503,Apartamento 2 Quartos Jardim Pancera 69m²,22000.0,2.0,69.0
504,Sobrado 4 Quartos Vila Industrial 554m²,110000.0,4.0,554.0
505,Apartamento 2 Quartos Vila Becker 68m²,22000.0,2.0,68.0
506,Casa 3 Quartos Jardim Pancera 120m²,77000.0,3.0,120.0
507,Sala Comercial Centro 50m²,17000.0,0.0,50.0
508,Sala Comercial Centro 57m²,20000.0,0.0,57.0
509,Apartamento 4 Quartos Centro 140m²,25000.0,4.0,140.0
510,Apartamento 2 Quartos Jardim Gisela 85m²,30000.0,2.0,85.0
511,Casa 2 Quartos Jardim Pancera 70m²,24500.0,2.0,70.0
512,Apartamento 2 Quartos Vila Pioneiro 146m²,22000.0,2.0,146.0
513,Sala Comercial Centro 50m²,16500.0,0.0,50.0
514,Sobrado 2 Quartos Jardim Parizzotto 70m²,30000.0,2.0,70.0
515,Sala Comercial Centro 84m²,40000.0,0.0,84.0
516,Sala Comercial Centro 110m²,32000.0,0.0,110.0
517,Apartamento 2 Quartos Tocantins 70m²,18000.0,2.0,70.0
518,Sala Comercial Vila Pioneiro 180m²,40000.0,0.0,180.0
519,Sala Comercial Novo Sobradinho 100m²,18000.0,0.0,100.0
520,Casa Comercial Centro 267m²,43000.0,0.0,267.0
521,Sala Comercial Centro 210m²,39000.0,0.0,210.0
522,Apartamento 2 Quartos Tocantins 70m²,28000.0,2.0,70.0
523,Sala Comercial Tocantins 21m²,11000.0,0.0,21.0
524,Barracão Comercial Centro 480m²,11000.0,0.0,0.0
525,Apartamento 3 Quartos Centro 164m²,45000.0,3.0,164.0
526,Barracão Comercial Jardim Tocantins 1.500m²,200000.0,0.0,1500.0
527,Barracão Comercial Jardim Concordia 440m²,150000.0,0.0,440.0
528,Sala Comercial Jardim Coopagro 1.600m²,150000.0,0.0,1600.0
529,Apartamento 2 Quartos Tocantins 70m²,28000.0,2.0,70.0
530,Sala Comercial Tocantins 80m²,25000.0,0.0,80.0
531,Sala Comercial Centro 90m²,35000.0,0.0,90.0
532,Apartamento 3 Quartos Centro 120m²,42000.0,3.0,120.0
533,Barracão Comercial Tocantins 360m²,66000.0,0.0,360.0
534,Sobrado 2 Quartos Jardim Coopagro 80m²,56000.0,2.0,80.0
535,Sala Comercial Centro 50m²,18000.0,0.0,50.0
537,Sobrado 5 Quartos Jardim La Salle 400m²,90000.0,5.0,400.0
538,Sala Comercial Centro 83m²,29900.0,0.0,83.0
539,Barracão Comercial Jardim Coopagro 300m²,45000.0,0.0,300.0
540,Apartamento 2 Quartos Tocantins 70m²,28000.0,2.0,70.0
541,Sala Comercial Centro 200m²,67000.0,0.0,200.0
542,Sala Comercial Jardim Porto Alegre 200m²,45000.0,0.0,200.0
543,Sala Comercial Biopark 70m²,22000.0,0.0,70.0
544,Barracão Comercial Zona Rural 450m²,80000.0,0.0,450.0
545,Sobrado 2 Quartos Vila Becker 90m²,35000.0,2.0,90.0
546,Barracão Comercial Área Rural De Toledo 120m²,22000.0,0.0,120.0
547,Sala Comercial Centro 25m²,29000.0,0.0,25.0
548,Barracão Comercial Tocantins 404m²,100000.0,0.0,0.0
550,Sala Comercial Centro 800m²,180000.0,0.0,800.0
551,Barracão Comercial Jardim Porto Alegre 1.200m²,180000.0,0.0,1200.0
552,Sala Comercial Jardim Coopagro 100m²,35000.0,0.0,100.0
553,Sala Comercial Jardim Coopagro 427m²,222500.0,0.0,427.0
554,Sala Comercial Centro 216m²,40000.0,0.0,216.0
555,Sala Comercial Jardim Santa Maria 550m²,200000.0,0.0,550.0
556,Sala Comercial Vila Pioneiro 100m²,27000.0,0.0,100.0
557,Barracão Comercial Jardim Anapolis 800m²,120000.0,0.0,800.0
558,Barracão Comercial Jardim Porto Alegre 1.200m²,200000.0,0.0,1200.0
560,Sala Comercial Centro 160m²,60000.0,0.0,160.0
561,Apartamento 2 Quartos Centro 120m²,35000.0,2.0,120.0
562,Sala Comercial Jardim Porto Alegre 262m²,58000.0,0.0,262.0
563,Sala Comercial Centro 191m²,79000.0,0.0,191.0
564,Sala Comercial Jardim Panorama 80m²,28000.0,0.0,80.0
565,Sala Comercial Vila Pioneiro 260m²,58000.0,0.0,260.0
566,Barracão Comercial Jardim Anapolis 396m²,80000.0,0.0,396.0
567,Sala Comercial Jardim Porto Alegre 83m²,44000.0,0.0,83.0
568,Terreno Vila Industrial 858m²,50000.0,0.0,858.0
569,Sala Comercial Centro 992m²,280000.0,0.0,992.0
570,Barracão Comercial Bom Princípio Do Oeste 360m²,55000.0,0.0,360.0
571,Casa Comercial Jardim La Salle 201m²,90000.0,0.0,201.0
572,Sala Comercial Centro 700m²,120000.0,0.0,700.0
573,Sala Comercial Vila Pioneiro 260m²,58000.0,0.0,260.0
574,Terreno Jardim Panorama 419m²,20000.0,0.0,419.0
575,Sala Comercial Vila Pioneiro 200m²,57000.0,0.0,200.0
576,Sala Comercial Centro 70m²,50000.0,0.0,70.0
577,Sala Comercial Centro 285m²,110000.0,0.0,285.0
578,Barracão Comercial Santa Clara 383m²,65000.0,0.0,383.0
579,Casa - Centro,1700.0,0.0,102.25
580,Apartamento - Padrão,1250.0,0.0,72.9
581,Casa - Padrão,1200.0,0.0,72.5
582,Casa Padrão com otima localização Jardim Pancera,2300.0,0.0,250.0
583,Casa Nova com otimo espaço. Jardim São Francisco,1600.0,0.0,154.6
584,Casa - Padrão,1450.0,0.0,170.84
585,Apartamento - Padrão,1100.0,0.0,47.02
587,Apartamento - Padrão,1400.0,0.0,55.9
588,Casa - Padrão,2200.0,0.0,125.0
589,Apartamento - Padrão,1890.0,0.0,92.3
590,Apartamento Padrão localizado no Bairro São Francisco,1200.0,0.0,52.84
591,Casa com 1 suite. 1 Quarto e 1 Espaço Integrada aos fundos- Ideal para Profissionais Autônomos,2380.0,0.0,250.0
592,CASA ALTO PADRAO NO JARDIM LA SALLE,7500.0,0.0,600.0
593,Apartamento - Padrão,2450.0,0.0,81.8
594,Apartamento padrão Localizado no BIOPARK,1350.0,0.0,52.25
595,Apartamento - Padrão,1450.0,0.0,60.0
596,Apartamento - Padrão,1250.0,0.0,50.0
597,Aluguel no Jardim La Salle - Casa com Piscina e 4 Quartos!,13500.0,0.0,800.0
598,Apartamento padrão com suíte localizado no Centro. próximo a supermercado,1800.0,0.0,67.0
599,Apartamento - Padrão,1600.0,0.0,75.98
600,Apartamento - Padrão,1500.0,0.0,61.67
601,Casa - Padrão,1980.0,0.0,192.5
602,Apartamento - Padrão,2350.0,0.0,72.04
603,Casa - Sobrado,3300.0,0.0,175.0
604,Apartamento - Padrão,1800.0,0.0,71.12
605,Sobrado Amplo com duas Piscinas - Jardim Porto Alegre,10000.0,0.0,560.0
606,Sobrado com excelente localização proximo ao centro,3300.0,0.0,143.42
607,Apartamento Semi mobiliado. amplo. com sacada e churrasqueira - no jardim Gisele,2200.0,0.0,75.0
608,Apartamento para locação - Localizado no Jardim Santa Maria,2650.0,0.0,73.18
609,Casa - Condomínio,1100.0,0.0,146.3
610,Casa - Padrão,1400.0,0.0,125.0
611,Apartamento - Padrão,2500.0,0.0,42.02
612,Apartamento - Padrão,1400.0,0.0,77.1
613,Apartamento Semi Mobiliado no Residencial FLOR DA MATA-Bloco C. 4° pavimento,1700.0,0.0,53.83
614,Casa Padrão com suite e dois dormitórios. e com lindo acabamento,3100.0,0.0,195.0
615,Apartamento - Duplex,2500.0,0.0,101.57
616,Apartamento - Padrão,1400.0,0.0,66.14
617,Casa Ampla com Piscina no Jardim Pancera - Conforto e Espaço para Toda a Família,6350.0,0.0,419.0
619,Apartamento - Padrão,1500.0,0.0,65.0
620,Casa - Padrão,3400.0,0.0,1140.0
621,Apartamento - Padrão,2900.0,0.0,64.03
622,Casa - Padrão,4200.0,0.0,462.0
623,Apartamento - Padrão,1500.0,0.0,63.0
624,Apartamento Duplex em Excelente localização,2800.0,0.0,203.0
625,Ampla casa com Piscina localizada no Jardim Pancera,5900.0,0.0,180.0
626,Apartamento - Padrão,1490.0,0.0,65.0
627,Apartamento - Padrão,3900.0,0.0,85.0
628,Casa - Sobrado,5000.0,0.0,419.0
629,Apartamento com 1 Demi Suite e 1 quarto. em ótima localização,2200.0,0.0,66.64
630,Apartamento - Padrão,1600.0,0.0,52.61
631,Apartamento - Padrão,1250.0,0.0,87.5
632,Apartamento - Padrão,1500.0,0.0,63.0
633,Casa - Sobrado,5100.0,0.0,182.84
634,Apartamento - Padrão,1700.0,0.0,81.8
635,Apartamento - Padrão,1600.0,0.0,65.22
636,Apartamento - Padrão,1490.0,0.0,65.0
637,Apartamento - Padrão,2800.0,0.0,130.0
639,More com Conforto: Apartamento com Piscina Aquecida e 3 Quartos,3800.0,0.0,119.66
640,Casa - Padrão,3600.0,0.0,664.95
641,Apartamento - Padrão,1800.0,0.0,64.98
642,Apartamento - Padrão,2350.0,0.0,71.61
643,Comercial - Sala Comercial em Condomínio,2000.0,0.0,82.61
644,Sala Comercial com excelente localização - no Edifício Corporativo Toledo - Dom Pedro II,1800.0,0.0,53.0
645,Apartamento - Padrão,2350.0,0.0,130.0
646,Apartamento - Padrão,1550.0,0.0,88.0
647,Apartamento - Padrão,4700.0,0.0,130.07
648,Apartamento - Padrão,1400.0,0.0,55.17
649,Casa com cozinha planejada e garagem coberta no Jardim Coopagro,1500.0,0.0,76.25
650,Apartamento - Padrão,1490.0,0.0,65.0
651,Apartamento - Padrão,1800.0,0.0,64.98
652,Excelente Sala Comercial Nova no centro de Toledo,6000.0,0.0,160.0
653,Apartamento com Acesso Separado e Garagem - Em Cima de Ponto Comercial,2500.0,0.0,146.0
654,Casa - Padrão,4500.0,0.0,404.36
655,Apartamento - Padrão,1400.0,0.0,73.01
656,Barracão com excelente estrutura para locação!,6500.0,0.0,410.0
657,Excelente sala comercial,2200.0,0.0,80.0
658,Apartamento - Padrão,2250.0,0.0,72.0
659,Casa - Sobrado,9000.0,0.0,980.0
660,Comercial Sala Comercial- JJ Muraro Centro,3000.0,0.0,39.56
661,Apartamento - Padrão,2600.0,0.0,74.4
662,Apartamento - Padrão,4800.0,0.0,130.0
663,Apartamento - Padrão,1250.0,0.0,66.31
664,Oportunidade!,6000.0,0.0,1628.84
665,Comercial - Imóvel Comercial,6000.0,0.0,175.0
666,SALA COMERCIAL. EM LOCALIZAÇÃO PREVILEGIADA- VILA PIONEIRA,2800.0,0.0,100.0
667,Apartamento - Padrão,1700.0,0.0,130.79
668,Comercial - Sala Comercial,4000.0,0.0,120.0
669,Casa - Padrão,11900.0,0.0,750.0
670,Sala Comercial com amplo espaço. no centro de Toledo,3900.0,0.0,210.0
671,Ótima oportunidade de locação! Casa semi mobiliada no Jardim Pancera. com 1 suíte. 2 dormitórios adicionais. ambientes bem distribuídos e localização privilegiada. Ideal para quem busca conforto e praticidade!,3750.0,0.0,99.99
672,Sala Comercial eem otima localização- Centro de Toledo,2700.0,0.0,30.0
673,Apartamento - Padrão,1850.0,0.0,92.0
674,Comercial - Barracão,9000.0,0.0,640.0
675,Sobrado novo para locação. com 3 suites. sacadas e com piscina- Jardim Concordia,5600.0,0.0,180.0
676,Apartamento - Padrão,5000.0,0.0,164.0
677,Comercial - Barracão,7000.0,0.0,550.0
678,Sala Comercial com excelente localização proximo a Prefeitura Municipal de Toledo,2800.0,0.0,88.8
679,Barracão para locação em uma das principais avenidas de Toledo- Avenida Maripá,7400.0,0.0,296.0
680,Apartamento - Padrão,2400.0,0.0,125.0
681,Comercial - Barracão,19000.0,0.0,490.0
682,Apartamento com 1 suite 1 dormitorio e semi mobiliado- Jardim Tocantins,2800.0,0.0,70.0
683,Apartamento bem localizado. 3 quadras do Lago Municipal!,3800.0,0.0,105.3
684,Apartamento - Padrão,1800.0,0.0,64.98
685,Apartamento - Padrão,900.0,0.0,42.76
686,Amplo barracão para locação na rua Carlos Barbosa - Loteamento Tocantins,13000.0,0.0,900.0
687,Comercial - Sala Comercial em Condomínio,1800.0,0.0,840.0
688,Amplo barracão para locação na rua Carlos Barbosa - Loteamento Tocantins,13000.0,0.0,900.0
689,Comercial - Sala Comercial,10500.0,0.0,610.0
690,Casa - Sobrado,8000.0,0.0,434.0
691,Comercial - Sala Comercial,13000.0,0.0,600.0
692,Barracão com otima localização na Avenida Ministro Cirnei Lima,10000.0,0.0,502.03
693,Comercial - Barracão,8000.0,0.0,575.0
694,Casa com dois dormitorios. na Avenida Senador Atilio Fontana-Jardim Panorama,1400.0,0.0,65.0
695,Apartamento - Padrão,1800.0,0.0,64.98
696,Comercial - Sala Comercial,10500.0,0.0,800.0
697,Comercial/Sala Comercial 01 - Comercial - No bairro Centro,5000.0,0.0,360.0
698,Comercial - Sala Comercial em Condomínio,3000.0,0.0,86.28
699,Apartamento semi mobiliado no JARDIM ANAPOLIS - VILA INDUSTRIAL,2200.0,0.0,52.53
700,Comercial - Sala Comercial em Condomínio,1350.0,0.0,75.0
701,Comercial - Sala Comercial em Condomínio,5300.0,0.0,70.78
702,Sala Comercial em otima localização- Vila Industriaal,2500.0,0.0,115.0
703,Comercial - Sala Comercial,6000.0,0.0,240.0
704,Sala Comercial 01 e 02. ampla com excelente localização,5500.0,0.0,220.0
705,Terreno - Lote Urbano,2000.0,0.0,810.0
706,Imóvel comercial com pátio adequado para manobras de veículos pesados e carretas,12000.0,0.0,800.0
707,Casa - Padrão,1350.0,0.0,250.0
708,Comercial - Box,2800.0,0.0,72.0
709,Comercial - Sala Comercial,12700.0,0.0,300.0
710,Sala Comercial com excelente localização- Jardim Panorama,2400.0,0.0,60.0
711,Comercial - Sala Comercial,2700.0,0.0,1791.0
712,Apartamento Novo com uma suite e um dormitório - Vila Industrial,1800.0,0.0,64.98
713,Galpão com Estrutura Logística Completa: Docas + Amplo Pátio,22000.0,0.0,1200.0
714,Sala Comercial com amplo espaço no Jardim Panorama,2100.0,0.0,119.2
715,Comercial/Sala Comercial - Comercial - No bairro Centro,12000.0,0.0,360.0
716,Apartamento - Padrão,2350.0,0.0,93.89
717,Comercial - Sala Comercial em Condomínio,2300.0,0.0,75.02
719,Apartamento com 1 suite 1 dormitorio e semi mobiliado- Jardim Tocantins,2800.0,0.0,70.0
720,Comercial - Sala Comercial,4000.0,0.0,240.0
721,Comercial - Sala Comercial,5000.0,0.0,400.0
722,Sala Nova Comercial SALA 05 - Avenida Maripá,2800.0,0.0,72.0
723,Comercial - Sala Comercial,4500.0,0.0,1791.0
724,Apartamento - Padrão,1300.0,0.0,61.67
725,Comercial - Sala Comercial em Condomínio,2500.0,0.0,64.61
726,SALA COMERCIAL COM UMA VAGA DE GARAGEM- CENTRO DE TOLEDO,3200.0,0.0,110.18
727,Comercial - Barracão,4900.0,0.0,415.0
728,Comercial - Sala Comercial em Condomínio,12000.0,0.0,703.44
729,Barracão e sala comercial novo com energia fotovoltaica,8100.0,0.0,821.0
730,Apartamento - Padrão,1800.0,0.0,64.98
731,EDIFICIO COMERCIAL,50000.0,0.0,1800.0
732,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
733,Comercial - Sala Comercial em Condomínio,4000.0,0.0,279.72
734,Comercial - Sala Comercial em Condomínio,5600.0,0.0,228.83
735,Terreno - Lote Urbano,2200.0,0.0,588.0
736,Excelente oportunidade!,5800.0,0.0,386.0
737,Barracão comercial com excelente localização - Próximo às principais vias de acesso. ideal para empresas. depósitos ou centros de distribuição. Amplo espaço interno e fácil acesso para caminhões,6500.0,0.0,383.0
738,Barracão para locação a 3 KM da Cirne Lima,8000.0,0.0,31000.0
